programa_slug,programa_nombre,anio,mes,fecha_desembolso,zona,provincia,beneficiarios,monto_ejecutado_musd,es_dato_real,nota
bdhv,Bono de Desarrollo Humano con Componente Variable (BDHV),2026,07,2026-07-31,Zona 4,Santo Domingo de los Tsáchilas,10698,4.5624,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bdhv,Bono de Desarrollo Humano con Componente Variable (BDHV),2026,07,2026-07-31,Zona 1,Sucumbíos,9773,4.1679,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bdhv,Bono de Desarrollo Humano con Componente Variable (BDHV),2026,07,2026-07-31,Zona 3,Tungurahua,7616,3.248,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bdhv,Bono de Desarrollo Humano con Componente Variable (BDHV),2026,07,2026-07-31,Zona 7,Zamora Chinchipe,4028,1.7178,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bdhv,Bono de Desarrollo Humano con Componente Variable (BDHV),2026,07,2026-07-31,No especificada,Zona en estudio,181,0.0772,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 6,Azuay,0,4.636337,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 5,Bolívar,0,2.742797,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 6,Cañar,0,2.226397,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 1,Carchi,0,1.716444,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 3,Chimborazo,0,4.622841,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 3,Cotopaxi,0,5.653608,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 7,El Oro,0,6.658803,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 1,Esmeraldas,0,10.845859,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 5,Galápagos,0,0.014233,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 5,Guayas,0,43.403266,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 1,Imbabura,0,4.709205,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 7,Loja,0,5.021243,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 5,Los Ríos,0,14.855782,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 4,Manabí,0,23.512369,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 6,Morona Santiago,0,3.600666,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 2,Napo,0,3.317835,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 2,Orellana,0,3.184847,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 3,Pastaza,0,2.232968,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 2,Pichincha,0,14.410756,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 5,Santa Elena,0,6.375071,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 4,Santo Domingo de los Tsáchilas,0,6.042144,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 1,Sucumbíos,0,3.489095,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 3,Tungurahua,0,3.910754,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,Zona 7,Zamora Chinchipe,0,1.9319,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2025,12,,No especificada,Zona en estudio,0,0.004373,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 6,Azuay,4255,1.6128,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 5,Bolívar,2595,0.9836,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 6,Cañar,2250,0.8529,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 1,Carchi,1718,0.6512,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 3,Chimborazo,4501,1.7061,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 3,Cotopaxi,5149,1.9517,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 7,El Oro,7017,2.6598,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 1,Esmeraldas,10490,3.9762,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 5,Galápagos,82,0.0311,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 5,Guayas,42182,15.9889,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 1,Imbabura,4475,1.6962,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 7,Loja,4869,1.8456,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 5,Los Ríos,14571,5.5231,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 4,Manabí,23832,9.0334,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 6,Morona Santiago,3261,1.2361,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 2,Napo,2561,0.9707,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 2,Orellana,3222,1.2213,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 3,Pastaza,1897,0.719,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 2,Pichincha,13666,5.18,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 5,Santa Elena,6155,2.333,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 4,Santo Domingo de los Tsáchilas,6318,2.3948,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 1,Sucumbíos,3493,1.324,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 3,Tungurahua,3819,1.4476,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,Zona 7,Zamora Chinchipe,1701,0.6448,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-1000-dias,Bono 1000 Días,2026,07,2026-07-31,No especificada,Zona en estudio,20,0.0076,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 6,Azuay,0,8.033782,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 5,Bolívar,0,4.917765,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 6,Cañar,0,4.882216,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 1,Carchi,0,2.433378,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 3,Chimborazo,0,7.312656,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 3,Cotopaxi,0,6.003614,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 7,El Oro,0,16.934426,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 1,Esmeraldas,0,10.6102,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 5,Galápagos,0,0.132014,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 5,Guayas,0,59.144718,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 1,Imbabura,0,7.311702,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 7,Loja,0,13.879056,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 5,Los Ríos,0,24.606893,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 4,Manabí,0,41.929445,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 6,Morona Santiago,0,3.537543,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 2,Napo,0,2.787688,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 2,Orellana,0,2.801018,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 3,Pastaza,0,2.998208,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 2,Pichincha,0,25.709423,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 5,Santa Elena,0,5.835402,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 4,Santo Domingo de los Tsáchilas,0,8.130999,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 1,Sucumbíos,0,5.612614,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 3,Tungurahua,0,5.195255,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,Zona 7,Zamora Chinchipe,0,2.796022,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2025,12,,No especificada,Zona en estudio,0,0.0,TRUE,"Acumulado real nov 2023-dic 2025 (columna 'acumulado 2023-2025' del Excel VIS-VIE), colocado como un solo bloque en dic-2025 porque el archivo no permite desagregar por mes. No incluye beneficiarios acumulados (el Excel no trae esa cifra para este periodo)."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 6,Azuay,1379,2.3357,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 5,Bolívar,826,1.3991,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 6,Cañar,858,1.4533,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 1,Carchi,417,0.7063,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 3,Chimborazo,1299,2.2002,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 3,Cotopaxi,1089,1.8445,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 7,El Oro,3051,5.1677,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 1,Esmeraldas,1875,3.1758,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 5,Galápagos,29,0.0491,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 5,Guayas,10953,18.5519,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 1,Imbabura,1243,2.1054,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 7,Loja,2489,4.2158,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 5,Los Ríos,4303,7.2883,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 4,Manabí,7499,12.7016,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 6,Morona Santiago,618,1.0468,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 2,Napo,526,0.8909,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
bono-joaquin-gallegos-lara,Bono Joaquín Gallegos Lara,2026,07,2026-07-31,Zona 2,Orellana,482,0.8164,TRUE,"Dato real: Acumulado_VIS-VIE_periodo_gobierno.xlsx, hoja 'provincial', julio 2026."
